Key;Straftat;Tatverdächtige insgesamt;Deutschland;Nichtdeutsche insgesamt;Afghanistan;Ägypten;Albanien;Algerien;Andorra;Angola;Antigua und Barbuda;Äquatorialguinea;Argentinien;Armenien;Aserbaidschan;Äthiopien;Australien;Bahamas;Bahrain;Bangladesch;Barbados;Belgien;Belize;Benin;Bhutan;Bolivien;Bosnien und Herzegowina;Botsuana;Brasilien;Brunei;Bulgarien;Burkina Faso;Burundi;Chile;China;Costa Rica;Cote d'Ivoire;Dänemark;Dominica;Dominikanische Republik;Dschibuti;Ecuador;El Salvador;Eritrea;Estland;Fidschi;Finnland;Frankreich;Gabun;Gambia;Georgien;Ghana;Grenada;Griechenland;Großbritannien/Nordirland;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Indien;Indonesien;Irak;Iran;Irland;Island;Israel;Italien;Jamaika;Japan;Jemen;Jordanien;Kambodscha;Kamerun;Kanada;Kap Verde;Kasachstan;Katar;Kenia;Kirgisistan;Kiribati;Kolumbien;Komoren;Kongo, Demokratische Republik;Kongo, Republik;Korea, Republik;Korea, Volksrepublik;Kosovo;Kroatien;Kuba;Kuwait;Laos;Lesotho;Lettland;Libanon;Liberia;Libyen;Liechtenstein;Litauen;Luxemburg;Madagaskar;Malawi;Malaysia;Malediven;Mali;Malta;Marokko;Mauretanien;Mauritius;Mazedonien;Mexiko;Moldau;Monaco;Mongolei;Montenegro;Mosambik;Myanmar;Namibia;Nepal;Neuseeland;Nicaragua;Niederlande;Niger;Nigeria;Norwegen;Oman;Österreich;Pakistan;Palau;Panama;Papua-Neuguinea;Paraguay;Peru;Philippinen;Polen;Portugal;Ruanda;Rumänien;Russische Föderation;Salomonen;Sambia;Samoa;San Marino;Sao Tome und Principe;Saudi-Arabien;Schweden;Schweiz;Senegal;Serbien;Seychellen;Sierra Leone;Simbabwe;Singapur;Slowakei;Slowenien;Somalia;Spanien;Sri Lanka;St. Kitts und Nevis;St. Lucia;St. Vincent;Südafrika;Südsudan;Sudan (ohne Südsudan);Suriname;Syrien;Tadschikistan;Taiwan;Tansania;Thailand;Timor-Leste;Togo;Tonga;Trinidad und Tobago;Tschad;Tschechische Republik;Tunesien;Türkei;Turkmenistan;Uganda;Ukraine;Ungarn;Uruguay;USA;Usbekistan;Venezuela;Vereinigte Arabische Emirate;Vietnam;Weißrussland (Belarus);Zentralafrikanische Republik;Zypern;Staatenlos;Ohne Angabe;Ungeklärt
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;1857;1321;536;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;47;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;1;5;0;1;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;1;21;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;13;19;0;0;0;0;1;4;0;0;0;2;0;0;0;0;0;0;0;3;0;0;3;0;9;0;0;1;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;92;2;0;135;10;0;0;0;0;0;0;0;2;0;21;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;15;0;56;0;0;9;3;0;0;0;0;0;2;1;0;0;0;1;8
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;23;13;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;9636;6867;2769;23;6;22;198;0;2;0;0;1;14;4;2;0;0;0;0;0;2;0;0;0;0;45;0;2;0;82;1;0;3;3;1;1;3;1;1;0;1;1;7;2;0;0;13;0;6;83;7;0;20;6;0;4;0;0;1;0;3;0;38;9;4;0;3;86;0;0;0;5;0;2;3;0;22;0;2;0;0;6;0;2;6;0;0;75;40;2;0;0;0;21;31;0;31;0;60;0;0;0;0;0;1;0;166;0;0;24;3;24;0;2;24;0;0;0;0;0;0;33;0;4;0;0;17;8;0;0;0;0;4;1;357;17;0;261;59;0;0;0;0;0;0;1;6;1;111;0;1;1;0;20;2;9;24;2;0;0;0;1;0;3;0;79;0;0;0;2;0;1;0;0;0;39;33;237;0;1;30;38;0;8;0;1;1;1;17;0;0;16;8;51
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;9280;6612;2668;22;6;20;182;0;2;0;0;1;12;4;2;0;0;0;0;0;2;0;0;0;0;43;0;2;0;80;1;0;3;3;1;1;3;1;1;0;1;1;7;2;0;0;13;0;5;79;7;0;20;6;0;3;0;0;0;0;3;0;36;9;4;0;2;82;0;0;0;5;0;2;3;0;22;0;1;0;0;6;0;2;6;0;0;74;39;1;0;0;0;20;31;0;30;0;59;0;0;0;0;0;1;0;152;0;0;23;3;24;0;2;24;0;0;0;0;0;0;33;0;4;0;0;17;8;0;0;0;0;1;1;356;17;0;257;57;0;0;0;0;0;0;1;6;1;108;0;1;1;0;19;2;9;22;2;0;0;0;1;0;3;0;74;0;0;0;2;0;1;0;0;0;37;28;230;0;1;30;38;0;8;0;1;1;1;17;0;0;16;7;47
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;497;352;145;2;0;2;21;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;1;0;0;1;0;0;0;2;2;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;1;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;20;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;5;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;12;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;21;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;115;103;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;64;55;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
390000;Einfacher Taschendiebstahl von sonstigem Gut;4937;1383;3554;92;40;31;396;0;2;0;0;0;8;2;3;0;0;0;4;0;5;0;2;0;1;118;0;1;0;255;0;0;6;2;0;6;0;0;1;0;1;0;40;0;0;0;16;0;41;27;9;0;10;2;0;11;5;0;0;0;5;0;67;33;1;0;3;44;0;0;2;4;0;5;0;0;1;0;7;0;0;3;0;0;0;0;0;45;19;2;0;0;0;7;29;1;87;0;10;0;0;0;0;0;3;0;433;1;0;32;2;21;0;0;16;0;0;0;1;0;0;9;1;10;0;0;1;15;0;0;0;1;4;3;120;4;0;662;15;0;0;0;0;0;0;2;0;17;96;0;2;0;1;15;5;35;4;1;0;0;0;0;1;10;0;174;0;0;0;1;0;3;0;0;1;10;68;109;1;0;3;17;0;3;0;1;1;3;3;0;0;13;2;86
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;1177;313;864;7;4;4;70;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;76;0;0;0;103;0;0;3;0;1;1;0;0;0;0;0;0;4;0;0;0;7;0;1;8;0;0;1;0;0;4;2;0;0;0;0;0;11;3;1;0;0;13;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;15;7;0;0;0;0;2;1;0;10;0;2;0;0;0;0;0;0;0;66;1;0;5;0;3;1;0;3;0;0;0;0;0;0;5;0;1;1;0;0;2;0;0;0;0;0;0;52;1;0;205;1;0;0;0;0;0;0;0;0;0;36;0;1;0;0;7;0;5;5;0;0;0;0;0;0;2;0;21;1;0;0;0;0;1;0;0;0;6;13;18;0;0;4;4;0;0;0;0;0;0;0;0;0;2;0;21
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;89458;51042;38416;482;104;1300;1434;1;20;0;1;1;238;85;23;4;0;0;10;0;69;0;4;0;1;804;0;30;0;1076;6;0;76;15;3;34;14;2;18;1;11;1;107;29;0;1;306;1;117;1842;35;0;294;71;8;55;7;0;0;0;46;1;532;263;49;1;22;777;1;1;8;26;0;46;5;3;102;0;22;18;0;38;0;9;25;3;2;970;510;26;0;2;0;281;285;6;265;1;1125;9;0;0;1;0;26;1;1358;11;3;442;20;482;0;63;239;4;0;1;0;1;2;338;7;73;6;0;78;78;0;0;0;0;23;7;4689;139;1;6155;701;0;2;0;1;0;1;24;27;21;1905;0;17;1;0;238;55;100;137;27;0;0;0;4;6;40;0;1246;15;0;1;26;0;29;2;0;7;593;343;2185;33;1;461;420;0;48;16;3;2;85;209;0;0;135;75;705
4**100;Schwerer Diebstahl von Kraftwagen;4260;2019;2241;7;1;12;13;0;0;0;0;0;6;2;1;0;0;0;0;0;8;0;0;0;0;20;0;1;0;32;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;7;0;1;6;0;0;2;0;0;0;0;0;0;0;0;0;8;8;0;0;0;19;0;0;0;0;0;1;0;0;7;0;0;1;0;0;0;0;1;0;0;20;8;0;0;0;0;21;15;0;4;0;259;1;0;0;0;0;0;0;34;0;0;5;0;18;0;0;29;0;0;0;0;0;0;71;0;1;0;0;1;3;0;0;0;0;0;1;1034;4;0;110;26;0;0;0;0;0;0;0;2;0;74;0;0;0;0;5;4;3;9;1;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;75;4;67;1;0;59;11;0;0;1;0;0;2;18;0;0;4;15;35
4**200;Schwerer Diebstahl von Mopeds und Krafträdern;3195;2625;570;6;0;6;7;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;9;0;1;0;13;0;0;0;0;0;0;4;0;1;0;1;0;1;1;0;0;4;0;1;4;0;0;2;3;0;0;0;0;0;0;1;0;9;1;0;0;1;24;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;15;5;0;0;0;0;4;5;0;1;0;6;1;0;0;0;0;0;0;8;0;0;5;1;3;0;0;5;0;0;0;0;0;0;37;0;0;0;0;1;2;0;0;0;0;0;0;139;6;0;22;14;0;0;0;0;0;0;0;0;0;18;0;1;0;0;4;0;6;3;1;0;0;0;0;0;0;0;18;1;0;0;1;0;0;0;0;0;20;1;70;0;0;13;2;0;1;0;0;0;0;5;0;0;3;1;9
4**300;Schwerer Diebstahl von Fahrrädern;13414;8832;4582;115;15;123;137;0;5;0;0;0;14;12;8;1;0;0;5;0;2;0;1;0;0;61;0;8;0;157;1;0;2;2;0;13;0;0;5;0;2;1;42;2;0;0;25;0;34;62;8;0;48;7;0;21;4;0;0;0;6;0;131;54;1;0;5;123;0;0;0;4;0;2;2;1;22;0;5;8;0;0;0;2;5;1;0;106;39;0;0;0;0;34;36;1;33;0;75;2;0;0;0;0;9;1;180;0;1;59;3;47;0;1;27;0;0;0;0;0;0;11;1;21;1;0;6;11;0;0;0;0;0;1;537;26;1;454;132;0;0;0;0;0;0;0;0;5;186;0;5;0;0;19;5;36;22;4;0;0;0;0;1;19;0;314;3;0;0;6;0;6;0;0;2;117;47;354;0;0;97;46;0;5;4;0;0;9;13;0;0;15;3;68
4**400;Schwerer Diebstahl von Schusswaffen;233;144;89;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;3;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;10;1;0;6;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;2173;1181;992;7;0;44;78;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;41;0;0;7;0;0;1;0;0;0;0;0;0;1;0;0;0;9;0;3;18;1;0;5;0;1;1;0;0;0;0;0;0;12;6;0;0;0;14;0;0;1;1;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;23;14;0;0;0;0;5;8;0;17;0;19;0;0;0;0;0;0;0;67;0;0;9;2;6;0;0;14;0;0;0;0;0;0;4;0;2;0;0;0;1;0;0;0;0;3;0;69;0;0;144;9;0;0;0;0;0;0;0;0;0;48;0;1;0;0;11;1;2;2;0;0;0;0;0;0;0;0;30;0;0;0;0;0;1;0;0;0;14;14;52;0;0;2;2;0;0;0;0;1;0;1;0;0;4;3;29
4**700;Schwerer Diebstahl von/aus Automaten;2635;1807;828;5;4;18;3;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;11;0;1;0;22;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;7;0;1;10;0;0;18;0;0;0;0;0;0;0;0;0;21;5;0;0;0;40;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;62;14;0;0;0;0;2;5;0;6;0;2;0;0;0;0;0;0;0;17;0;0;22;0;6;0;0;6;0;0;0;0;0;1;9;0;1;0;0;4;3;0;0;0;0;0;0;63;5;0;155;12;0;0;0;0;0;0;1;0;2;34;0;0;0;0;4;1;1;1;1;0;0;0;0;0;0;0;25;0;0;0;0;0;2;0;0;0;2;3;148;0;0;2;4;0;3;1;0;0;0;0;0;0;4;1;17
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;133;95;38;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
400000;Sonstiger schwerer Diebstahl insgesamt §§ 243 - 244a StGB;20497;13158;7339;80;22;155;227;0;6;0;0;0;27;8;2;0;0;0;1;0;17;0;0;0;0;171;0;8;0;256;0;0;22;0;0;1;2;1;2;0;0;0;18;4;0;0;45;0;23;200;6;0;62;10;0;9;0;0;0;0;8;0;95;48;22;1;2;137;0;0;1;4;0;5;2;0;20;0;4;5;0;6;0;2;6;1;0;181;73;7;1;0;0;50;56;2;32;0;111;0;0;0;0;0;3;0;249;0;0;91;5;96;0;3;50;1;0;0;0;0;0;55;2;12;1;0;23;16;0;0;0;0;5;0;970;29;0;1683;117;0;0;0;0;0;0;3;4;3;330;0;3;0;0;52;7;8;23;6;0;0;0;2;0;4;0;184;1;0;0;6;0;6;0;0;1;142;63;443;6;0;81;117;0;13;3;2;0;2;25;0;0;23;9;89
400010;Besonders schwerer Fall des Diebstahls;17509;11988;5521;69;16;114;164;0;4;0;0;0;22;6;2;0;0;0;1;0;14;0;0;0;0;116;0;7;0;188;0;0;13;0;0;1;2;1;2;0;0;0;17;4;0;0;39;0;22;97;6;0;51;8;0;8;0;0;0;0;7;0;82;39;19;1;1;118;0;0;1;3;0;4;1;0;18;0;4;4;0;5;0;2;5;1;0;118;56;4;1;0;0;31;42;2;22;0;89;0;0;0;0;0;3;0;196;0;0;72;5;72;0;0;46;1;0;0;0;0;0;41;2;11;0;0;18;14;0;0;0;0;2;0;740;28;0;1209;84;0;0;0;0;0;0;1;3;2;260;0;2;0;0;43;5;8;19;5;0;0;0;2;0;4;0;146;0;0;0;6;0;4;0;0;0;119;54;372;5;0;67;57;0;11;3;2;0;2;14;0;0;18;8;61
400020;Sonstiger schwerer Diebstahl (ohne WED) §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;3473;1376;2097;11;7;49;70;0;2;0;0;0;7;2;0;0;0;0;0;0;3;0;0;0;0;64;0;1;0;72;0;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;1;104;0;0;13;3;0;1;0;0;0;0;1;0;14;13;3;0;1;23;0;0;0;1;0;1;1;0;2;0;0;1;0;1;0;0;1;0;0;69;23;3;0;0;0;19;14;0;11;0;36;0;0;0;0;0;0;0;63;0;0;20;0;26;0;3;12;0;0;0;0;0;0;17;0;1;1;0;6;2;0;0;0;0;3;0;272;1;0;557;36;0;0;0;0;0;0;2;1;1;78;0;1;0;0;9;2;1;4;1;0;0;0;0;0;0;0;40;1;0;0;0;0;2;0;0;1;34;9;84;1;0;21;62;0;2;0;0;0;0;11;0;0;5;1;36
400100;Schwerer Diebstahl insgesamt von Kraftwagen;3956;1805;2151;7;1;12;13;0;0;0;0;0;5;2;1;0;0;0;0;0;8;0;0;0;0;20;0;1;0;31;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;7;0;1;6;0;0;2;0;0;0;0;0;0;0;0;0;8;8;0;0;0;18;0;0;0;0;0;1;0;0;6;0;0;1;0;0;0;0;1;0;0;20;8;0;0;0;0;21;15;0;4;0;253;1;0;0;0;0;0;0;34;0;0;4;0;18;0;0;26;0;0;0;0;0;0;66;0;1;0;0;1;3;0;0;0;0;0;1;1008;4;0;84;26;0;0;0;0;0;0;0;2;0;72;0;0;0;0;4;4;3;8;1;0;0;0;0;0;0;0;13;1;0;0;0;0;0;0;0;0;73;4;60;1;0;58;11;0;0;1;0;0;2;18;0;0;4;14;33
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;3378;1711;1667;7;1;12;13;0;0;0;0;0;2;2;1;0;0;0;0;0;8;0;0;0;0;18;0;1;0;25;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;6;0;1;6;0;0;2;0;0;0;0;0;0;0;0;0;8;8;0;0;0;16;0;0;0;0;0;1;0;0;5;0;0;1;0;0;0;0;1;0;0;18;7;0;0;0;0;15;14;0;4;0;164;1;0;0;0;0;0;0;34;0;0;4;0;12;0;0;22;0;0;0;0;0;0;59;0;1;0;0;1;3;0;0;0;0;0;1;785;3;0;51;25;0;0;0;0;0;0;0;2;0;36;0;0;0;0;4;2;2;7;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;48;4;58;1;0;50;10;0;0;1;0;0;2;16;0;0;4;8;27
400120;Schwerer Diebstahl von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;751;109;642;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;7;1;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;325;1;0;36;3;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;31;0;2;0;0;15;1;0;0;0;0;0;0;4;0;0;0;6;6
400200;Schwerer Diebstahl insgesamt von Mopeds und Krafträdern;3082;2528;554;6;0;6;6;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;9;0;1;0;13;0;0;0;0;0;0;4;0;1;0;1;0;1;1;0;0;4;0;1;4;0;0;2;2;0;0;0;0;0;0;0;0;9;1;0;0;1;23;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;15;5;0;0;0;0;3;5;0;1;0;6;1;0;0;0;0;0;0;8;0;0;3;1;2;0;0;4;0;0;0;0;0;0;37;0;0;0;0;1;2;0;0;0;0;0;0;137;6;0;22;13;0;0;0;0;0;0;0;0;0;18;0;1;0;0;4;0;6;3;1;0;0;0;0;0;0;0;18;1;0;0;1;0;0;0;0;0;20;1;67;0;0;13;2;0;1;0;0;0;0;5;0;0;3;1;9
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;2970;2466;504;6;0;6;6;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;9;0;1;0;11;0;0;0;0;0;0;4;0;1;0;1;0;1;0;0;0;4;0;1;4;0;0;2;2;0;0;0;0;0;0;0;0;9;1;0;0;1;23;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;15;5;0;0;0;0;3;5;0;1;0;6;1;0;0;0;0;0;0;8;0;0;3;1;1;0;0;4;0;0;0;0;0;0;26;0;0;0;0;1;2;0;0;0;0;0;0;110;6;0;20;13;0;0;0;0;0;0;0;0;0;17;0;1;0;0;4;0;6;3;1;0;0;0;0;0;0;0;17;1;0;0;1;0;0;0;0;0;18;1;65;0;0;13;2;0;1;0;0;0;0;5;0;0;3;1;9
