Key;Straftat;Tatverdächtige insgesamt;Deutschland;Nichtdeutsche insgesamt;Afghanistan;Ägypten;Albanien;Algerien;Andorra;Angola;Antigua und Barbuda;Äquatorialguinea;Argentinien;Armenien;Aserbaidschan;Äthiopien;Australien;Bahamas;Bahrain;Bangladesch;Barbados;Belgien;Belize;Benin;Bhutan;Bolivien;Bosnien und Herzegowina;Botsuana;Brasilien;Brunei;Bulgarien;Burkina Faso;Burundi;Chile;China;Costa Rica;Cote d'Ivoire;Dänemark;Dominica;Dominikanische Republik;Dschibuti;Ecuador;El Salvador;Eritrea;Estland;Fidschi;Finnland;Frankreich;Gabun;Gambia;Georgien;Ghana;Grenada;Griechenland;Großbritannien/Nordirland;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Indien;Indonesien;Irak;Iran;Irland;Island;Israel;Italien;Jamaika;Japan;Jemen;Jordanien;Kambodscha;Kamerun;Kanada;Kap Verde;Kasachstan;Katar;Kenia;Kirgisistan;Kiribati;Kolumbien;Komoren;Kongo, Demokratische Republik;Kongo, Republik;Korea, Republik;Korea, Volksrepublik;Kosovo;Kroatien;Kuba;Kuwait;Laos;Lesotho;Lettland;Libanon;Liberia;Libyen;Liechtenstein;Litauen;Luxemburg;Madagaskar;Malawi;Malaysia;Malediven;Mali;Malta;Marokko;Mauretanien;Mauritius;Mazedonien;Mexiko;Moldau;Monaco;Mongolei;Montenegro;Mosambik;Myanmar;Namibia;Nepal;Neuseeland;Nicaragua;Niederlande;Niger;Nigeria;Norwegen;Oman;Österreich;Pakistan;Palau;Panama;Papua-Neuguinea;Paraguay;Peru;Philippinen;Polen;Portugal;Ruanda;Rumänien;Russische Föderation;Salomonen;Sambia;Samoa;San Marino;Sao Tome und Principe;Saudi-Arabien;Schweden;Schweiz;Senegal;Serbien;Seychellen;Sierra Leone;Simbabwe;Singapur;Slowakei;Slowenien;Somalia;Spanien;Sri Lanka;St. Kitts und Nevis;St. Lucia;St. Vincent;Südafrika;Südsudan;Sudan (ohne Südsudan);Suriname;Syrien;Tadschikistan;Taiwan;Tansania;Thailand;Timor-Leste;Togo;Tonga;Trinidad und Tobago;Tschad;Tschechische Republik;Tunesien;Türkei;Turkmenistan;Uganda;Ukraine;Ungarn;Uruguay;USA;Usbekistan;Venezuela;Vereinigte Arabische Emirate;Vietnam;Weißrussland (Belarus);Zentralafrikanische Republik;Zypern;Staatenlos;Ohne Angabe;Ungeklärt
55;Anzahl in Deutschland lebender Menschen (https://de.statista.com/statistik/daten/studie/1221/umfrage/anzahl-der-auslaender-in-deutschland-nach-herkunftsland/);82000000;71376060;10623940;251640;29600;48705;19845;55;5350;25;135;5305;26830;25325;19075;13525;55;480;13535;155;29825;50;2930;150;1885;180950;140;42580;30;310415;2115;400;7950;136460;1360;6300;24910;200;6440;135;5320;1085;66665;7255;415;17465;149025;475;16455;24685;33900;70;362245;116465;875;14375;1435;70;625;1020;108965;18610;237365;102760;17560;1520;13795;643065;1385;36600;5540;11520;980;22320;17505;315;46650;1060;11515;8575;35;16060;70;8975;1750;34420;950;208505;367900;8400;3310;805;45;38290;41375;1150;14850;250;53155;19440;2155;210;5500;80;3140;710;75620;740;1260;99435;15815;17245;15;6030;21410;2085;1685;680;6990;3205;760;154630;1210;56420;6755;540;191305;73000;5;480;60;1450;9810;22950;866855;146810;1145;622780;249205;10;490;35;25;20;5350;23990;40765;4995;225535;185;4395;1865;2220;57225;29295;38675;178010;25900;25;115;60;6090;330;7760;45;698950;5360;7620;1690;58820;5;10615;40;430;715;59975;34140;1483515;1925;2205;138045;207025;660;117730;8655;5610;3715;92485;22385;205;2590;24650;1770;76850
1;Straftaten insgesamt;2112715;1376450;736265;33298;3259;17952;9660;3;702;4;51;383;4849;3239;2533;424;4;38;967;18;1806;5;694;8;85;9734;11;2326;1;19934;566;49;408;4021;85;2091;880;157;578;29;319;94;11304;383;6;269;6728;80;5915;7671;4018;6;9854;3016;63;5347;911;10;50;82;5197;310;26713;15071;551;53;910;22581;292;194;711;1126;64;3044;462;34;2492;94;1043;379;1;916;14;761;856;456;65;15441;9371;811;455;40;1;2842;6396;413;3405;12;4885;655;70;28;120;2;1290;21;13617;209;117;9735;766;4957;2;696;2433;186;108;69;203;92;58;6734;382;12491;247;36;4787;9097;1;19;3;73;447;638;44450;4224;103;52575;15125;5;44;4;2;2;524;748;2426;1453;25396;16;1536;173;56;3233;1179;9934;4567;1207;3;7;4;294;120;2844;11;54662;719;112;184;1655;1;1028;9;36;262;4809;5627;73130;289;255;8688;6620;38;4229;406;481;245;3918;1611;88;55;2387;1052;15568
0;Straftaten gegen das Leben;3713;2425;1288;96;5;29;18;0;0;0;0;0;6;5;5;1;0;0;0;0;3;0;1;0;0;19;0;0;0;28;0;0;0;5;0;0;0;0;0;0;0;0;20;2;0;1;3;0;9;8;5;0;22;7;0;6;2;0;1;0;9;0;34;23;0;0;2;45;2;0;0;3;0;3;0;0;2;0;2;0;0;2;0;0;1;1;0;32;12;0;0;0;0;5;14;3;3;0;7;0;0;0;0;0;1;0;20;0;0;18;1;6;0;0;6;0;0;0;0;0;0;9;1;16;1;0;4;34;0;0;0;0;1;0;66;3;0;68;33;0;0;1;0;0;0;0;0;3;38;0;0;1;0;4;0;17;12;1;0;0;0;0;0;9;0;114;0;0;0;3;0;1;0;0;0;6;13;201;0;0;9;10;0;13;1;0;1;5;0;0;0;11;3;11
10000;Mord § 211 StGB;823;516;307;18;1;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;10;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;2;0;1;4;1;0;1;1;0;0;0;0;0;0;1;0;12;8;0;0;1;17;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;8;4;0;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;3;0;3;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;8;0;0;0;0;0;0;20;1;0;17;15;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;29;0;0;0;1;0;1;0;0;0;0;2;56;0;0;2;0;0;0;0;0;1;1;0;0;0;4;1;4
10079;Sonstiger Mord;747;463;284;18;1;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;2;0;1;4;1;0;1;1;0;0;0;0;0;0;1;0;12;7;0;0;1;17;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;8;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;8;0;0;0;0;0;0;17;1;0;12;14;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;28;0;0;0;1;0;1;0;0;0;0;2;54;0;0;1;0;0;0;0;0;1;1;0;0;0;4;1;4
11000;Mord im Zusammenhang mit Raubdelikten;68;44;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12000;Mord im Zusammenhang mit Sexualdelikten;11;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20000;Totschlag und Tötung auf Verlangen §§ 212, 213, 216 StGB;1884;1046;838;74;3;24;17;0;0;0;0;0;6;2;5;1;0;0;0;0;2;0;1;0;0;6;0;0;0;21;0;0;0;3;0;0;0;0;0;0;0;0;16;1;0;0;1;0;8;3;4;0;17;5;0;6;2;0;1;0;7;0;19;12;0;0;1;22;2;0;0;1;0;1;0;0;1;0;2;0;0;1;0;0;0;1;0;21;6;0;0;0;0;3;10;3;2;0;4;0;0;0;0;0;1;0;18;0;0;13;0;2;0;0;2;0;0;0;0;0;0;5;1;9;1;0;2;25;0;0;0;0;0;0;37;2;0;44;11;0;0;1;0;0;0;0;0;2;21;0;0;0;0;2;0;12;9;1;0;0;0;0;0;8;0;79;0;0;0;2;0;0;0;0;0;2;9;130;0;0;5;4;0;13;1;0;0;2;0;0;0;7;1;6
20010;Totschlag § 212 StGB;1855;1018;837;74;3;24;17;0;0;0;0;0;6;2;5;1;0;0;0;0;2;0;1;0;0;6;0;0;0;21;0;0;0;3;0;0;0;0;0;0;0;0;16;1;0;0;1;0;8;3;4;0;17;5;0;6;2;0;1;0;7;0;19;12;0;0;1;22;2;0;0;1;0;1;0;0;1;0;2;0;0;1;0;0;0;1;0;20;6;0;0;0;0;3;10;3;2;0;4;0;0;0;0;0;1;0;18;0;0;13;0;2;0;0;2;0;0;0;0;0;0;5;1;9;1;0;2;25;0;0;0;0;0;0;37;2;0;44;11;0;0;1;0;0;0;0;0;2;21;0;0;0;0;2;0;12;9;1;0;0;0;0;0;8;0;79;0;0;0;2;0;0;0;0;0;2;9;130;0;0;5;4;0;13;1;0;0;2;0;0;0;7;1;6
20020;Minder schwerer Totschlag § 213 StGB;11;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20030;Tötung auf Verlangen § 216 StGB;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000;Fahrlässige Tötung § 222 StGB - nicht i.V.m. Verkehrsunfall -;899;797;102;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;1;0;0;0;0;0;0;1;0;1;1;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;9;0;0;6;6;0;0;0;0;0;0;0;0;0;4;0;0;1;0;2;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;1;12;0;0;2;5;0;0;0;0;0;2;0;0;0;0;1;0
40000;Abbruch der Schwangerschaft §§ 218, 218b, 218c, 219a, 219b StGB;119;73;46;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
40010;Schwangerschaftsabbruch § 218 StGB;80;40;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
40020;Schwangerschaftsabbruch ohne ärztliche Feststellung, unrichtige ärztliche Feststellung § 218b StGB;10;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40030;Ärztliche Pflichtverletzung § 218c StGB;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40040;Werbung für den Abbruch der Schwangerschaft § 219a StGB;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen von Mitteln Schwangerschaftsabbruch § 219b StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50000;Geschäftsmäßige Förderung der Selbsttötung;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100000;Straftaten gegen die sexuelle Selbstbestimmung;39829;28390;11439;1220;49;94;136;0;16;0;2;1;25;26;34;6;0;0;25;0;17;0;8;0;5;119;0;19;0;373;4;3;0;16;1;18;8;1;9;0;4;1;188;6;0;3;60;3;86;14;54;0;143;48;1;76;7;0;1;2;103;1;620;251;7;0;11;350;2;3;12;13;0;32;7;2;33;1;13;5;0;11;0;6;17;2;0;249;135;17;2;2;0;18;101;6;55;0;40;19;3;0;0;0;18;0;223;5;0;118;11;25;0;4;32;1;0;0;2;3;2;68;7;172;1;0;75;294;0;0;0;2;12;4;454;68;2;577;123;1;1;0;0;0;10;9;38;26;236;0;15;5;0;52;15;155;53;24;0;0;0;3;2;52;1;1440;6;1;2;25;0;17;0;1;5;35;106;1211;1;4;48;122;1;71;5;3;2;26;9;1;0;46;11;158
110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;18771;11324;7447;872;37;63;102;0;13;0;0;0;22;18;26;4;0;0;17;0;12;0;6;0;2;64;0;13;0;156;3;2;0;9;0;11;3;0;6;0;3;0;156;4;0;3;28;3;64;7;42;0;79;34;1;62;6;0;1;2;78;1;434;192;6;0;7;194;2;3;5;11;0;27;2;2;22;1;10;5;0;7;0;5;11;1;0;184;83;9;1;1;0;8;70;4;39;0;30;9;2;0;0;0;14;0;174;4;0;79;9;18;0;3;22;1;0;0;2;3;2;31;5;127;1;0;30;216;0;0;0;2;5;3;264;42;2;330;73;0;1;0;0;0;7;2;15;18;135;0;11;4;0;18;6;110;31;16;0;0;0;3;1;44;1;870;6;0;1;11;0;13;0;1;5;14;69;860;1;3;27;42;0;49;4;3;2;15;6;1;0;33;7;97
111000;Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB;9414;5931;3483;371;13;39;37;0;7;0;0;0;9;8;16;2;0;0;9;0;3;0;2;0;2;30;0;10;0;80;1;2;0;4;0;7;0;0;5;0;3;0;56;2;0;2;11;1;31;2;24;0;38;14;1;29;2;0;1;1;31;0;191;94;2;0;5;93;1;2;2;5;0;17;2;2;13;0;8;2;0;2;0;5;5;1;0;104;29;9;0;0;0;0;39;2;11;0;16;2;0;0;0;0;5;0;75;2;0;35;1;5;0;1;13;0;0;0;1;1;0;11;0;76;0;0;19;81;0;0;0;1;3;0;121;24;2;140;38;0;1;0;0;0;2;1;7;9;65;0;9;0;0;12;3;37;15;9;0;0;0;1;0;19;0;383;4;0;1;7;0;8;0;1;2;4;36;475;0;1;8;27;0;33;2;2;1;5;2;1;0;17;5;43
111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 6 Nr. 1, Abs. 7 und 8 StGB;587;322;265;25;1;0;5;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;6;0;0;0;1;0;1;0;0;0;0;0;0;9;0;0;0;1;0;4;0;2;0;2;0;0;2;0;0;0;0;2;0;16;6;0;0;1;5;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;7;1;0;0;0;0;0;4;1;2;0;1;0;0;0;0;0;2;0;5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;10;0;0;0;9;0;0;0;0;0;0;10;0;0;16;3;0;0;0;0;0;1;0;0;1;6;0;0;0;0;2;0;3;0;0;0;0;0;0;0;2;0;25;0;0;0;0;0;0;0;0;1;1;4;34;0;1;0;2;0;4;0;0;1;0;0;0;0;1;0;2
111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 6 Nr. 2, Abs. 7 und 8 StGB;82;27;55;9;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
111300;Vergewaltigung durch Gruppen § 177 Abs. 6 Nr. 2, Abs. 7 und 8 StGB;385;184;201;24;0;3;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;2;0;5;0;1;0;0;0;0;0;0;0;0;0;6;12;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;2;0;0;0;0;7;0;0;0;4;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;10;0;0;8;6;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;2;2;0;0;0;0;0;0;11;0;15;0;0;0;0;0;0;0;0;0;0;3;22;0;0;0;3;0;3;0;0;0;0;0;0;0;2;0;3
111400;Sonstige Straftaten gemäß § 177 Abs. 6 Nr. 1, Abs. 7 und 8 StGB;5312;3377;1935;185;6;22;17;0;6;0;0;0;4;5;8;2;0;0;5;0;3;0;1;0;1;19;0;5;0;42;1;2;0;3;0;6;0;0;4;0;0;0;16;1;0;0;7;1;15;1;8;0;24;11;1;21;0;0;1;1;19;0;107;54;1;0;3;59;1;2;1;3;0;14;1;1;9;0;7;1;0;1;0;3;5;0;0;61;13;5;0;0;0;0;21;0;4;0;6;2;0;0;0;0;1;0;41;0;0;20;1;3;0;1;10;0;0;0;0;1;0;7;0;46;0;0;8;38;0;0;0;1;2;0;65;14;1;72;19;0;1;0;0;0;0;1;5;5;39;0;5;0;0;5;2;14;6;7;0;0;0;0;0;4;0;214;1;0;1;5;0;7;0;1;1;2;15;299;0;0;6;15;0;19;1;1;0;3;2;1;0;7;4;26
111500;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;10;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
111600;Sexuelle Übergriffe § 177 Abs. 1, 2, 3, 4, 7, 8 und 9 StGB;3156;2094;1062;132;6;13;14;0;0;0;0;0;3;1;5;0;0;0;2;0;0;0;1;0;1;8;0;4;0;24;0;0;0;0;0;0;0;0;1;0;3;0;12;1;0;2;2;0;11;1;8;0;12;3;0;7;2;0;0;0;10;0;66;21;1;0;0;26;0;0;0;2;0;5;0;0;4;0;1;0;0;1;0;2;0;1;0;25;12;1;0;0;0;0;7;1;5;0;5;0;0;0;0;0;3;0;23;2;0;12;0;1;0;0;2;0;0;0;0;0;0;3;0;20;0;0;9;32;0;0;0;0;1;0;37;10;1;46;10;0;0;0;0;0;1;0;2;2;18;0;3;0;0;6;1;16;7;2;0;0;0;1;0;2;0;130;3;0;0;2;0;1;0;0;0;1;14;124;0;0;2;7;0;7;0;1;0;2;0;0;0;7;1;12
112000;Sonstige sexuelle Nötigung § 177 Abs. 5, 7, 8 und 9 StGB;2468;1533;935;129;4;6;10;0;0;0;0;0;3;1;3;0;0;0;0;0;3;0;1;0;0;11;0;0;0;23;1;0;0;3;0;0;0;0;1;0;0;0;19;0;0;0;2;0;8;0;2;0;17;3;0;2;1;0;0;0;6;1;56;25;1;0;1;29;0;0;1;1;0;4;0;0;2;1;1;1;0;2;0;0;2;0;0;18;13;1;0;0;0;3;14;1;5;0;2;3;0;0;0;0;4;0;18;0;0;11;3;2;0;0;2;0;0;0;0;0;0;3;0;12;0;0;2;39;0;0;0;0;0;2;23;3;0;36;9;0;0;0;0;0;1;0;0;0;22;0;0;0;0;0;1;12;2;3;0;0;0;0;0;3;0;95;0;0;0;0;0;1;0;0;0;3;9;126;1;0;5;7;0;6;0;0;1;4;0;0;0;2;0;15
